YEAR,COUNTRY,CLASS_1_BURN_AREA_KM2,CLASS_1_BURN_AREA_PCT,CLASS_2_BURN_AREA_KM2,CLASS_2_BURN_AREA_PCT,CLASS_3_BURN_AREA_KM2,CLASS_3_BURN_AREA_PCT,CLASS_4_BURN_AREA_KM2,CLASS_4_BURN_AREA_PCT,CLASS_5_BURN_AREA_KM2,CLASS_5_BURN_AREA_PCT,CLASS_6_BURN_AREA_KM2,CLASS_6_BURN_AREA_PCT,CLASS_7_BURN_AREA_KM2,CLASS_7_BURN_AREA_PCT,CLASS_8_BURN_AREA_KM2,CLASS_8_BURN_AREA_PCT,CLASS_9_BURN_AREA_KM2,CLASS_9_BURN_AREA_PCT,CLASS_10_BURN_AREA_KM2,CLASS_10_BURN_AREA_PCT,CLASS_11_BURN_AREA_KM2,CLASS_11_BURN_AREA_PCT,CLASS_12_BURN_AREA_KM2,CLASS_12_BURN_AREA_PCT,CLASS_13_BURN_AREA_KM2,CLASS_13_BURN_AREA_PCT,CLASS_14_BURN_AREA_KM2,CLASS_14_BURN_AREA_PCT,CLASS_15_BURN_AREA_KM2,CLASS_15_BURN_AREA_PCT,CLASS_16_BURN_AREA_KM2,CLASS_16_BURN_AREA_PCT,CLASS_17_BURN_AREA_KM2,CLASS_17_BURN_AREA_PCT,CLASS_18_BURN_AREA_KM2,CLASS_18_BURN_AREA_PCT,CLASS_19_BURN_AREA_KM2,CLASS_19_BURN_AREA_PCT
1991,United States,11.0115,1.1653022445603243e-06,0.5796,6.133670988940326e-08,0.09269999999999999,9.810063848771018e-09,0.0,0.0,35.379,3.744015630050376e-06,2.2580999999999998,2.38965535888995e-07,0.9431999999999999,9.981501857778667e-08,52.1703,5.520970593414656e-06,0.0,0.0,22.6665,2.3987034760320203e-06,2.3472,2.483946263844157e-07,1.2951,1.370551638677815e-07,0.0,0.0,9.5931,1.015198743340294e-06,5.1857999999999995,5.487921155011515e-07,0.072,7.619467067006616e-09,1.728,1.8286720960815879e-07,0.2205,2.3334617892707763e-08,0.0,0.0
1992,Canada,13.4163,1.354950838231222e-06,52.3422,5.286189766542657e-06,0.0,0.0,0.0,0.0,4.6206,4.6664772277984117e-07,20.9214,2.1129125367627945e-06,0.0,0.0,22.3308,2.2552519083781497e-06,0.0,0.0,3.7161,3.752996586205618e-07,0.47609999999999997,4.8082712378366966e-08,2.169,2.190535667899138e-07,0.0027,2.726807885351624e-10,2.9097,2.938589964447267e-07,0.1476,1.4906549773255545e-08,0.0864,8.725785233125196e-09,0.0,0.0,2.2113,2.2332556581029798e-07,0.0009,9.089359617838746e-11
1992,United States,9.522,1.007674519611625e-06,0.0801,8.476657112044862e-09,0.1485,1.5715150825701147e-08,0.0,0.0,2.1177,2.2410757510833213e-07,0.21059999999999998,2.228694117099435e-08,1.4211,1.503892312350431e-07,51.516,5.451728686443234e-06,0.1305,1.3810284058949493e-08,18.508499999999998,1.958679252912388e-06,0.0045,4.762166916879135e-10,0.6957,7.362310053495143e-08,0.0,0.0,10.6821,1.130443182728769e-06,4.4379,4.6964490134262033e-07,0.0297,3.1430301651402293e-09,1.224,1.2953094013911247e-07,0.1062,1.123871392383476e-08,0.0,0.0
1993,Canada,14.706,1.485201361554851e-06,30.7656,3.107106691761997e-06,0.0,0.0,0.0,0.0,17.5842,1.7758790821333342e-06,27.464399999999998,2.7737089809796713e-06,0.0,0.0,131.8581,1.3316729882499369e-05,0.0,0.0,18.9045,1.9092199877270283e-06,2.7936,2.821337225377147e-07,27.9882,2.8266090539554933e-06,0.0414,4.181105424205823e-09,3.1041,3.134920132192583e-07,0.3429,3.463046014396562e-08,0.058499999999999996,5.908083751595185e-09,0.0,0.0,5.0148,5.06459117905975e-07,0.0,0.0
1993,United States,11.6037,1.227972361186454e-06,0.033299999999999996,3.5240035184905598e-09,0.19799999999999998,2.0953534434268194e-08,0.0,0.0,0.7722,8.171878429364596e-08,1.4193,1.5019874455836794e-07,17.2611,1.8266719859764987e-06,37.8747,4.0081254072604924e-06,1.728,1.8286720960815879e-07,13.3227,1.4098871374112367e-06,0.864,9.143360480407939e-08,0.4608,4.876458922884235e-08,0.0,0.0,7.5267,7.965200385172042e-07,1.4868,1.5734199493368663e-07,0.058499999999999996,6.1908169919428756e-09,0.6192,6.55274167762569e-08,0.1296,1.3715040720611909e-08,0.0,0.0
1994,Canada,53.2701,5.379901064202575e-06,130.257,1.3155030174898018e-05,0.0,0.0,0.0,0.0,5.5746,5.62994934728932e-07,21.5163,2.172993203836709e-06,0.0,0.0,390.9645,3.94846326478724e-05,0.0,0.0,52.7166,5.324001502552867e-06,7.811999999999999,7.88956414828403e-07,35.1621,3.55112190909342e-06,0.3339,3.372152418218175e-08,14.5791,1.4723853644936986e-06,0.08549999999999999,8.634891636946807e-09,0.6723,6.789751634525543e-08,0.0036,3.6357438471354984e-10,21.2328,2.144361721040517e-06,0.0,0.0
1994,United States,23.7042,2.5085190451352535e-06,0.0243,2.5715701351147328e-09,0.3285,3.476381849321769e-08,0.0,0.0,8.2656,8.747148192923595e-07,0.6416999999999999,6.790850023469646e-08,7.7427,8.19378439718224e-07,116.00099999999999,1.2275913878331034e-05,0.29969999999999997,3.171603166641504e-08,36.9288,3.908024658667694e-06,0.4284,4.533582904868937e-08,0.7371,7.800429409848023e-08,0.0,0.0,10.7397,1.1365387563823744e-06,2.6442,2.79824928035818e-07,0.2754,2.9144461531300305e-08,0.6273,6.638460682129515e-08,0.1764,1.866769431416621e-08,0.0,0.0
1995,Canada,60.4278,6.10277783460929e-06,21.4191,2.163176695449443e-06,0.0,0.0,0.0,0.0,47.3229,4.77927618065579e-06,87.5934,8.846310141657739e-06,0.0,0.0,517.518,5.226563567449636e-05,0.0,0.0,72.7434,7.3465658047143445e-06,1.0206,1.0307333806629137e-07,6.2334,6.295290471315115e-07,0.009899999999999999,9.99829557962262e-10,25.5393,2.5792875787541012e-06,0.9593999999999999,9.689257352616103e-08,0.288,2.9085950777083984e-08,0.0018,1.8178719235677492e-10,15.5457,1.5700050867892865e-06,0.0,0.0
1995,United States,11.9772,1.2674983465965506e-06,0.0,0.0,0.29159999999999997,3.0858841621376797e-08,0.0,0.0,5.2578,5.564115825681581e-07,0.3492,3.695441527498209e-08,8.2701,8.751910359840474e-07,33.3576,3.530099092144165e-06,0.5634,5.962232979932677e-08,18.5202,1.959917416310777e-06,0.081,8.571900450382443e-09,0.0342,3.619246856828143e-09,0.0,0.0,5.5098,5.830797173026814e-07,1.674,1.7715260930790382e-07,0.5912999999999999,6.257487328779184e-08,0.4185,4.4288152326975954e-08,0.1368,1.4476987427312571e-08,0.0,0.0
1996,Canada,31.7169,3.2031812229225522e-06,15.1173,1.5267397350083742e-06,0.0,0.0,0.0,0.0,13.131,1.326137568242673e-06,41.787,4.22018967056253e-06,0.0,0.0,140.0904,1.4148133606743078e-05,0.0,0.0,4.2858,4.328353050014811e-07,1.3455,1.3588592628668923e-07,4.9149,4.963699287301739e-07,0.0531,5.36272217452486e-09,5.9525999999999994,6.011702451238547e-07,0.052199999999999996,5.271828578346472e-09,0.1386,1.3997613811471668e-08,0.0,0.0,6.791399999999999,6.858830767621117e-07,0.0,0.0
1996,United States,22.3776,2.3681303644256564e-06,0.081,8.571900450382443e-09,0.37529999999999997,3.971647208677198e-08,0.0,0.0,4.4253,4.6831149460589416e-07,0.9611999999999999,1.0171988534453832e-07,6.966,7.371834387328901e-07,183.13739999999999,1.938068594496135e-05,1.0638,1.1257762591502277e-07,74.0475,7.836145661724618e-06,0.0,0.0,0.5993999999999999,6.343206333283008e-08,0.0,0.0,8.1729,8.649047554435886e-07,5.0832,5.379343749306671e-07,0.2304,2.4382294614421173e-08,0.46799999999999997,4.9526535935543005e-08,0.2691,2.847775816293723e-08,0.0,0.0
1997,Canada,15.2766,1.5428279015319487e-06,14.777099999999999,1.4923819556529436e-06,0.0,0.0,0.0,0.0,5.526,5.58086680535299e-07,12.1707,1.2291541011203336e-06,0.0,0.0,50.6394,5.114219082573149e-06,0.0,0.0,3.6557999999999997,3.6920978767660984e-07,0.1665,1.681531529300168e-08,1.7559,1.7733340614403394e-07,0.37529999999999997,3.790262960638757e-08,1.755,1.7724251254785553e-07,1.143,1.1543486714655207e-07,0.018,1.817871923567749e-09,0.0,0.0,3.8205,3.8584331577725477e-07,0.0,0.0
1997,United States,7.1856,7.604228132872603e-07,0.0036,3.8097335335033084e-10,0.3654,3.866879536505858e-08,0.0,0.0,0.39239999999999997,4.1526095515186056e-08,0.1746,1.8477207637491045e-08,2.7369,2.89634991884589e-07,15.937199999999999,1.6865690352819145e-06,0.8675999999999999,9.181457815742973e-08,14.4207,1.5260840101830878e-06,4.2650999999999994,4.513581803818044e-07,0.1512,1.6000880840713893e-08,0.0,0.0,7.7741999999999996,8.227119565600394e-07,1.3742999999999999,1.4543657764148876e-07,0.018,1.904866766751654e-09,0.3114,3.2954195064803617e-08,0.2259,2.3906077922733258e-08,0.0,0.0
1998,Canada,43.416,4.384707079645411e-06,44.3133,4.475327995035263e-06,0.0,0.0,0.0,0.0,20.2671,2.0468328923411073e-06,30.1833,3.04829853503458e-06,0.0,0.0,405.6894,4.0971742774947e-05,0.0,0.0,18.1917,1.8372322595537459e-06,2.5947,2.6204623778229104e-07,16.5258,1.6689882130275505e-06,0.9935999999999999,1.0034653018093974e-07,4.3236,4.3665283604097337e-07,1.5651,1.580639637542158e-07,1.8197999999999999,1.8378685147269943e-07,0.0,0.0,13.878,1.4015792530707347e-06,0.1881,1.899676160128298e-08
1998,United States,17.3367,1.8346724263968558e-06,0.0036,3.8097335335033084e-10,1.7118,1.811528295180823e-07,0.0,0.0,3.4308,3.630676057428653e-07,0.4374,4.6288262432065195e-08,3.1689,3.353517942866287e-07,45.207,4.7840728846967794e-06,1.7055,1.8048612614971924e-07,21.4191,2.266696209096131e-06,0.0,0.0,0.8874,9.390993160085655e-08,0.0,0.0,20.171699999999998,2.134688942160241e-06,2.8215,2.9858786568832175e-07,0.0,0.0,1.278,1.3524554043936744e-07,0.0603,6.381303668618042e-09,0.0,0.0
1999,Canada,22.395599999999998,2.2617962473029936e-06,10.0953,1.0195534683329722e-06,0.0,0.0,0.0,0.0,18.901799999999998,1.9089473069384934e-06,22.4316,2.265431991150129e-06,0.0,0.0,96.2937,9.72497853591421e-06,0.0,0.0,9.6759,9.771970525138437e-07,1.6515,1.6678974898734098e-07,46.759499999999996,4.72237678944812e-06,0.08549999999999999,8.634891636946807e-09,3.8277,3.865704645466819e-07,1.2852,1.297960553427373e-07,0.513,5.1809349821680854e-08,0.0,0.0,5.0445,5.094586065798617e-07,0.0,0.0
1999,United States,26.316,2.7849152129909184e-06,0.1863,1.9715371035879618e-08,0.3978,4.2097555545211555e-08,0.0,0.0,15.165899999999999,1.604945494326606e-06,1.9323,2.0448744741079007e-07,4.7376,5.013609330090353e-07,191.8476,2.030245097339248e-05,0.9171,9.705296176599678e-08,44.201699999999995,4.677686075773699e-06,4.2804,4.5297731713354335e-07,4.8347999999999995,5.116472135494943e-07,0.0684,7.238493713656286e-09,27.1053,2.8684436207129783e-06,2.7459,2.905874252679648e-07,1.2555,1.3286445698092787e-07,1.0485,1.1095848916328385e-07,0.9072,9.600528504428337e-08,0.0,0.0
2000,Canada,5.6403,5.696301672499542e-07,15.0993,1.5249218630848064e-06,0.0,0.0,0.0,0.0,2.5515,2.5768334516572843e-07,3.1464,3.1776401223964256e-07,0.0,0.0,36.445499999999996,3.6807361772438e-06,0.0,0.0,8.2683,8.350394680908456e-07,0.9602999999999999,9.698346712233942e-08,11.097,1.1207180408795174e-06,1.0044,1.014372533350804e-07,2.9276999999999997,2.956768683682944e-07,1.0089,1.0189172131597233e-07,0.3654,3.690280004842531e-08,0.0018,1.8178719235677492e-10,2.3616,2.385047963720887e-07,0.0018,1.8178719235677492e-10
2000,United States,52.6203,5.568592262583448e-06,0.0306,3.238273503477812e-09,0.7533,7.971867418855672e-08,0.0,0.0,12.447899999999999,1.3173106125471062e-06,1.4246999999999999,1.5077020458839341e-07,2.1366,2.2610768521342136e-07,226.9854,2.4020941388768385e-05,0.0603,6.381303668618042e-09,78.1362,8.268836147792255e-06,1.1663999999999999,1.2343536648550719e-07,0.2457,2.600143136616008e-08,0.0,0.0,13.8483,1.4655092470003852e-06,4.5297,4.793597218530538e-07,0.1341,1.4191257412299822e-08,0.441,4.666923578541553e-08,0.4275,4.5240585710351785e-08,0.0306,3.238273503477812e-09
2001,Canada,3.8691,3.907515699708877e-07,3.8735999999999997,3.912060379517796e-07,0.0,0.0,0.0,0.0,8.2431,8.324944473978508e-07,2.4831,2.5077543185617097e-07,0.0,0.0,44.5059,4.494779224617438e-06,0.0,0.0,14.8095,1.4956541251153657e-06,0.0369,3.726637443313886e-09,0.2592,2.6177355699375587e-08,0.0072,7.271487694270997e-10,0.5067,5.1173094648432144e-08,0.8145,8.225870454144065e-08,0.3762,3.799352320256596e-08,0.0,0.0,3.1068,3.137646940077935e-07,0.0,0.0
2001,United States,22.4604,2.376892751552714e-06,0.0,0.0,0.6102,6.457498339288108e-08,0.0,0.0,15.363,1.6258037854225367e-06,0.252,2.6668134734523156e-08,1.8576,1.965822503287707e-07,110.871,1.1733026849806813e-05,0.3114,3.2954195064803617e-08,19.826999999999998,2.098210743576947e-06,0.0,0.0,0.0,0.0,0.0,0.0,17.6841,1.8714363549951626e-06,1.935,2.047731774258028e-07,0.1134,1.200066063053542e-08,0.5886,6.228914327277908e-08,0.47159999999999996,4.990750928889334e-08,0.0162,1.7143800900764886e-09
2002,Canada,12.786299999999999,1.2913253209063506e-06,9.702,9.798329668030167e-07,0.0,0.0,0.0,0.0,9.8208,9.91830921498564e-07,8.963099999999999,9.052093243405606e-07,0.0,0.0,280.7532,2.835407554065561e-05,0.0,0.0,41.7708,4.218553585831319e-06,0.1719,1.7360676870072004e-08,0.1251,1.2634209868795855e-08,0.0,0.0,2.4057,2.4295858258482965e-07,2.2698,2.2923364956189317e-07,1.0323,1.0425495481661042e-07,0.0,0.0,10.899,1.100721449720272e-06,0.0,0.0
2002,United States,77.0562,8.154544141787156e-06,0.055799999999999995,5.905086976930127e-09,0.0612,6.476547006955624e-09,0.0,0.0,6.5322,6.912761496541752e-07,3.1905,3.376376344067307e-07,5.9742,6.32225279884874e-07,206.2953,2.1831392283725694e-05,1.008,1.0667253893809263e-07,39.8655,4.2188036716632256e-06,2.5434,2.691576741420087e-07,0.9648,1.0210085869788867e-07,0.0675,7.1432503753187034e-09,18.3537,1.9422973987183243e-06,2.2437,2.374416424755937e-07,0.1782,1.8858180990841374e-08,0.1692,1.7905747607465547e-08,0.2655,2.80967848095869e-08,0.3393,3.590673855326868e-08
2003,Canada,15.9453,1.6103618434924906e-06,5.8545,5.912628431404104e-07,0.0,0.0,0.0,0.0,3.4137,3.4475941030462365e-07,6.1794,6.240754313608083e-07,0.0,0.0,176.2587,1.7800874556363935e-05,0.0,0.0,44.6382,4.508140583255661e-06,0.0639,6.4534453286655095e-09,1.7118,1.7287961993129294e-07,0.1296,1.3088677849687794e-08,3.465,3.499403452867917e-07,1.5920999999999998,1.607907716395674e-07,2.1177,2.1387263180774572e-07,0.026099999999999998,2.635914289173236e-09,5.0337,5.08367883425721e-07,0.0027,2.726807885351624e-10
2003,United States,56.349,5.963185413316053e-06,0.0873,9.238603818745523e-09,0.1701,1.800099094580313e-08,0.0,0.0,8.2026,8.680477856087288e-07,0.7101,7.514699394835274e-08,24.2919,2.5707129450696948e-06,93.1266,9.855209191143032e-06,9.510299999999999,1.0064363562132363e-06,34.551,3.6563917587798004e-06,0.9396,9.943404522443634e-08,0.1908,2.0191587727567533e-08,0.0,0.0,12.3363,1.3055004385932461e-06,5.5746,5.899372376629873e-07,0.5688,6.019378982935226e-08,0.5822999999999999,6.1622439904416e-08,0.693,7.333737051993868e-08,0.0135,1.4286500750637405e-09
2004,Canada,12.034799999999999,1.215429168097397e-06,8.0739,8.154064513163139e-07,0.0,0.0,0.0,0.0,0.837,8.453104444590033e-08,1.2762,1.2888711938095343e-07,0.0,0.0,108.378,1.0945406851801417e-05,0.0,0.0,256.1364,2.5867953897984356e-05,0.0477,4.8173605974545355e-09,6.2829,6.345281949213228e-07,0.46349999999999997,4.681020203186954e-08,0.6705,6.771572915289865e-08,0.1989,2.008748475542363e-08,6.5259,6.590694658894875e-07,0.0,0.0,8.3538,8.436743597277923e-07,0.0018,1.8178719235677492e-10
2004,United States,37.5264,3.971266235323849e-06,0.2628,2.781105479457415e-08,0.4491,4.752642583045377e-08,0.0,0.0,10.406699999999999,1.1012987211974686e-06,3.1553999999999998,3.3392314421156494e-07,6.0606,6.41368640365282e-07,273.483,2.8941593220641256e-05,1.3337999999999999,1.4115062741629754e-07,111.26429999999999,1.1774648188660336e-05,0.6578999999999999,6.962288032477295e-08,3.636,3.8478308688383415e-07,0.5571,5.89556264309637e-08,25.902,2.7411032773556304e-06,4.248,4.495485569533904e-07,0.7128,7.54327239633655e-08,0.9711,1.0276756206625174e-07,0.8298,8.781435794725126e-08,0.0,0.0
2005,Canada,16.7976,1.6964380790734235e-06,8.442,8.525819321532744e-07,0.0,0.0,0.0,0.0,1.3716,1.3852184057586247e-07,2.4074999999999998,2.431403697771864e-07,0.0,0.0,43.3359,4.376617549585535e-06,0.0,0.0,159.9714,1.6155973146323656e-05,0.0693,6.998806905735834e-09,0.8936999999999999,9.025734100513874e-08,0.0117,1.181616750319037e-09,0.8261999999999999,8.344032129175968e-08,0.3258,3.290348181657626e-08,0.9306,9.398397844845264e-08,0.0,0.0,9.4293,9.522922071609653e-07,0.0,0.0
